region	chr	midPos	Nsites_fst	fst	BLOCKstart	BLOCKend	Numer	Denom	Nsites_Dstat	Dstat	gene.density	gene.count	recombination.rate	tP.lec	Nsites_lec	Tajima.lec	pi.lec	tP.pine	Nsites_pine	Tajima.pine	pi.pine	avg.dxy	Nsites_dxy
"(897863,900576)(9300142,9333440)(9300000,9350000)"	2	9325000	2715	0.53304	9300000	9350000	0.517929	2.470092	2925	0.209680044	0.99222	1	6.7	10.879223	6424	-1.253038	0.001693528	19.53509	8924	-1.057815	0.002189051	0.409143506	29
"(3306183,3312126)(40300203,40349999)(40300000,40350000)"	1	40325000	5945	0.532888	40300000	40350000	0.012074	2.846066	6121	0.004242347	0.74564	2	7.64	25.202494	12027	-1.014806	0.002095493	19.358801	14283	-0.958329	0.001355374	0.410896968	58
"(1149473,1153952)(17950000,17998637)(17950000,18000000)"	5	17975000	4481	0.532828	17950000	18000000	1.529551	3.740993	4630	0.408862299	NA	NA	3.17	15.801584	9824	-1.405915	0.001608467	22.230542	13542	-0.610193	0.0016416	0.439097132	35
"(2366082,2368700)(33551425,33598493)(33550000,33600000)"	3	33575000	2620	0.532822	33550000	33600000	-1.427494	1.945786	2681	-0.733633606	0.69094	1	3.53	12.907223	6954	-1.314063	0.001856086	16.494565	8977	-1.142603	0.001837425	0.437502614	19
"(1497617,1504029)(26050225,26099959)(26050000,26100000)"	3	26075000	6414	0.532747	26050000	26100000	0.003513	2.022285	6584	0.001737144	0.2853	1	4.27	19.305084	13616	-1.506881	0.001417823	21.302908	17086	-1.730046	0.001246805	0.45240574	38
"(994774,996361)(19754193,19798449)(19750000,19800000)"	7	19775000	1589	0.532733	19750000	19800000	-0.469085	1.314102	1662	-0.356962397	NA	NA	7.32	8.840883	3773	-0.82375	0.002343197	7.175367	5060	-1.082164	0.001418057	0.448914889	16
"(2883889,2887988)(38652311,38699136)(38650000,38700000)"	3	38675000	4101	0.532699	38650000	38700000	-0.115443	1.476521	4201	-0.078185817	0.44138	3	8.08	15.310311	8670	-1.210021	0.001765895	14.087098	11501	-1.100728	0.001224859	0.44864267	33
"(1170533,1173445)(17950141,17997038)(17950000,18000000)"	4	17975000	2914	0.532643	17950000	18000000	0.913761	1.281006	2993	0.71331516	1	1	6.29	8.077463	5479	-1.676786	0.001474259	17.06544	7571	-0.980705	0.002254054	0.386591719	27
"(1220627,1223646)(24152474,24199524)(24150000,24200000)"	7	24175000	3021	0.532584	24150000	24200000	-1.593149	1.788844	3125	-0.890602534	NA	NA	7.63	13.322355	6870	-1.021386	0.001939207	15.602239	9268	-0.991127	0.001683453	0.456292225	30
"(2898554,2903208)(38850148,38899542)(38850000,38900000)"	3	38875000	4656	0.532464	38850000	38900000	1.408164	4.611027	4786	0.305390534	0.96832	2	8.28	21.353142	9939	-0.91145	0.00214842	18.767551	11691	-0.870966	0.001605299	0.404087937	48
"(2090321,2098606)(30200000,30249931)(30200000,30250000)"	2	30225000	8287	0.532321	30200000	30250000	0.640192	1.495479	8437	0.428084915	0.67938	13	8.69	11.9083	14108	-1.868875	0.000844081	20.386217	19833	-1.691487	0.001027894	0.504665271	25
"(3227357,3232085)(41050264,41099999)(41050000,41100000)"	2	41075000	4730	0.532306	41050000	41100000	-0.10561	1.953641	4888	-0.054058038	0.71956	1	6.65	17.067987	10162	-1.153539	0.001679589	17.944224	12473	-1.096843	0.001438645	0.450419074	29
"(1211399,1212595)(13852256,13899999)(13850000,13900000)"	1	13875000	1198	0.532005	13850000	13900000	0.666753	0.666753	1227	1	NA	NA	5.2	3.050543	2442	-1.256784	0.001249199	18.158076	5472	0.712437	0.003318362	0.553296218	25
"(2678671,2682612)(35053117,35099520)(35050000,35100000)"	5	35075000	3943	0.531864	35050000	35100000	0.038188	1.884983	4013	0.020259069	0.84898	1	5.16	15.357044	8470	-1.289913	0.00181311	13.921817	10902	-1.370446	0.001276997	0.50521977	24
"(2306950,2311415)(32301531,32348360)(32300000,32350000)"	2	32325000	4467	0.53186	32300000	32350000	1.06018	4.531226	4700	0.233971998	1	3	6.71	17.360495	8848	-1.033175	0.001962081	19.490894	10658	-1.116135	0.001828757	0.452984594	40
"(725083,729456)(6200023,6249308)(6200000,6250000)"	6	6225000	4375	0.531723	6200000	6250000	-1.310924	1.561185	4430	-0.83969805	0.8232	6	6.03	11.312758	8512	-1.546527	0.001329036	22.335613	13146	-0.595839	0.001699043	0.473011594	28
"(1794889,1798393)(22451517,22497580)(22450000,22500000)"	6	22475000	3506	0.531664	22450000	22500000	0.222088	0.721775	3595	0.307696997	0.62174	7	8.06	19.11482	8622	-0.868243	0.002216982	15.613367	11779	-1.075803	0.001325526	0.449098691	24
"(961004,963417)(19251178,19299999)(19250000,19300000)"	7	19275000	2415	0.531663	19250000	19300000	2.472121	3.499759	2482	0.706368924	0.71358	1	7.06	12.7729	4676	-0.681195	0.002731587	5.81381	6401	-1.242046	0.000908266	0.361841069	22
"(2766346,2771666)(37450317,37497777)(37450000,37500000)"	3	37475000	5322	0.531537	37450000	37500000	2.817412	4.574105	5555	0.615948257	NA	NA	7.02	21.306004	10679	-0.933647	0.001995131	17.988989	14568	-1.079963	0.001234829	0.403067508	36
"(1251818,1255095)(14650655,14698064)(14650000,14700000)"	1	14675000	3279	0.53139	14650000	14700000	-0.070888	0.201862	3343	-0.351170602	0.94958	1	4.3	3.432929	6062	-2.466152	0.000566303	22.181693	11121	-0.547017	0.001994577	0.438365022	19
"(1459065,1461335)(16452390,16497585)(16450000,16500000)"	2	16475000	2272	0.531389	16450000	16500000	0.323838	2.057716	2355	0.157377403	NA	NA	3.07	18.732377	6982	-0.60198	0.002682953	18.238359	9390	-0.772115	0.001942317	0.401785884	21
"(2220165,2229327)(30500389,30549947)(30500000,30550000)"	4	30525000	9164	0.531356	30500000	30550000	3.576744	5.245161	9378	0.6819131	0.09314	1	3.62	23.148535	15440	-1.326171	0.001499257	22.492472	19601	-1.586235	0.001147517	0.490458267	45
"(2416116,2421585)(34102332,34148837)(34100000,34150000)"	3	34125000	5471	0.530964	34100000	34150000	0.351849	3.723768	5611	0.094487358	0.60392	3	3.67	22.047851	11532	-1.072381	0.001911884	24.863805	17025	-0.875855	0.001460429	0.51298441	36
"(2529185,2533493)(35150370,35198558)(35150000,35200000)"	3	35175000	4310	0.530859	35150000	35200000	0.927493	4.565095	4526	0.20317058	1	1	4.6	18.691521	8866	-1.07712	0.002108225	20.699247	12539	-0.931714	0.001650789	0.491531227	31
"(1581159,1585731)(26702629,26747345)(26700000,26750000)"	3	26725000	4574	0.530805	26700000	26750000	0.463676	4.079639	4724	0.113656135	0.90014	2	4.38	20.573344	8406	-0.606744	0.002447459	13.763692	11248	-1.785109	0.001223657	0.447599078	45
"(1222416,1227837)(11900174,11949703)(11900000,11950000)"	6	11925000	5423	0.530771	11900000	11950000	1.353014	1.498917	4751	0.902661055	0.01778	2	5.75	7.955276	7448	-1.625092	0.001068109	52.415533	13940	0.019037	0.003760081	0.414758244	81
"(338356,343319)(3015752,3049627)(3000000,3050000)"	1	3025000	4965	0.530756	3000000	3050000	0.560058	2.232305	5115	0.25088776	0.03758	1	7.17	13.10402	8900	-1.268578	0.001472362	13.613997	13316	-1.09494	0.001022379	0.404515754	29
"(471815,474734)(5351788,5399783)(5350000,5400000)"	7	5375000	2921	0.53068	5350000	5400000	-0.525557	1.516771	2931	-0.346497263	0.8711	3	6.77	17.848883	8072	-1.073851	0.002211209	16.727604	9268	-1.117869	0.001804877	0.381622092	36
"(1416493,1418199)(21350245,21398605)(21350000,21400000)"	4	21375000	1708	0.530625	21350000	21400000	0.444107	0.778089	1893	0.570766326	0.4013	1	5.63	6.48612	4136	-1.472218	0.001568211	9.289135	6184	-1.11877	0.001502124	0.435412449	11
"(3418922,3428365)(42450151,42499859)(42450000,42500000)"	2	42475000	9445	0.530595	42450000	42500000	0.543818	2.814139	9658	0.193244897	0.76802	3	7.09	27.404056	15901	-1.209918	0.001723417	19.730602	17708	-1.374524	0.00111422	0.360477756	70
"(755184,757088)(7650466,7699838)(7650000,7700000)"	2	7675000	1906	0.530577	7650000	7700000	0.731181	1.09834	1946	0.665714624	0.7697	1	6.43	13.274001	4869	-0.140403	0.002726227	9.59772	6777	-1.409921	0.00141622	0.373578551	18
"(2599742,2604635)(33300527,33349999)(33300000,33350000)"	1	33325000	4895	0.530498	33300000	33350000	1.986039	5.000145	5278	0.397196281	0.68254	2	4.85	31.92093	10270	-0.994063	0.003108172	40.299675	12205	-0.405978	0.003301899	0.364310546	71
"(1977979,1984646)(27950509,27999988)(27950000,28000000)"	1	27975000	6669	0.529889	27950000	28000000	-1.456662	2.975387	6797	-0.4895706	0.87298	4	4.7	21.20307	12995	-1.27843	0.001631633	13.242072	17676	-2.15528	0.000749155	0.390116717	35
"(579374,581389)(7060286,7096080)(7050000,7100000)"	7	7075000	2017	0.529847	7050000	7100000	1.079016	3.546744	2123	0.304227201	0.06254	1	5.19	19.558494	5028	-0.155637	0.003889915	22.025859	6310	0.367972	0.003490627	0.458855437	43
"(846772,849786)(9803323,9849313)(9800000,9850000)"	5	9825000	3016	0.529819	9800000	9850000	2.322697	2.537003	3140	0.915527889	NA	NA	8.15	17.30629	6695	-0.924099	0.002584957	20.322352	9996	-1.022207	0.002033048	0.453883626	28
"(1229136,1242447)(23050000,23099714)(23050000,23100000)"	3	23075000	13313	0.529773	23050000	23100000	1.872884	3.217792	13480	0.582040107	NA	NA	5.37	19.114113	20042	-1.994801	0.000953703	31.539437	24097	-1.218477	0.001308853	0.551146255	49
"(2590773,2596088)(33200056,33249030)(33200000,33250000)"	1	33225000	5317	0.529758	33200000	33250000	-0.370053	0.827572	5403	-0.447155051	0.65936	9	4.84	14.957673	10250	-1.23517	0.001459285	16.688978	13643	-1.678041	0.001223263	0.390277602	40
"(269660,274831)(2050087,2099919)(2050000,2100000)"	6	2075000	5173	0.529707	2050000	2100000	0.719039	4.961896	5381	0.144912146	0.77252	1	7.37	14.161115	11091	-1.552394	0.001276811	22.964867	13736	-0.985998	0.001671874	0.504170071	29
"(254162,260446)(1900000,1949686)(1900000,1950000)"	6	1925000	6286	0.529529	1900000	1950000	0.997784	3.581697	6500	0.278578562	NA	NA	7.41	27.429685	12688	-0.689019	0.00216186	26.252011	15388	-1.411018	0.001706005	0.444481651	49
"(2984189,2989040)(39450000,39499417)(39450000,39500000)"	3	39475000	4853	0.529415	39450000	39500000	1.452719	2.851728	5043	0.509417097	NA	NA	8.57	19.876915	9505	-0.617072	0.002091206	21.349383	13458	-0.658943	0.001586371	0.448001554	44
"(1493667,1497381)(22550448,22599492)(22550000,22600000)"	4	22575000	3716	0.529349	22550000	22600000	-0.002968	1.117932	3893	-0.002654902	0.97128	5	4.18	17.204279	8400	-1.034516	0.002048128	21.152473	11291	-1.288172	0.001873392	0.416782143	29
"(3024051,3030284)(38950530,38999719)(38950000,39000000)"	2	38975000	6235	0.529313	38950000	39000000	1.006896	5.460353	6979	0.184401265	0.8305	7	5.97	30.181763	12170	-0.586033	0.002480013	32.237935	16695	-1.420829	0.001930993	0.431041682	79
"(2774274,2779735)(36700969,36747801)(36700000,36750000)"	2	36725000	5463	0.529081	36700000	36750000	-0.068666	4.778627	5624	-0.014369399	NA	NA	4.89	24.06872	11179	-0.649282	0.00215303	19.474727	14335	-1.201509	0.001358544	0.367024355	53
"(572944,577410)(8000698,8048372)(8000000,8050000)"	3	8025000	4468	0.528982	8000000	8050000	-0.393731	1.978854	4570	-0.198969201	0.81694	6	4.79	8.185089	8631	-2.009559	0.000948336	11.479792	11438	-1.574943	0.001003654	0.47995808	15
"(784492,786818)(8051925,8097291)(8050000,8100000)"	2	8075000	2328	0.528963	8050000	8100000	0.112755	0.905786	2415	0.124483046	NA	NA	6.58	10.752451	5817	-0.89879	0.001848453	17.327078	8397	-0.748933	0.002063484	0.492718148	20
"(1653213,1655548)(24100345,24148011)(24100000,24150000)"	5	24125000	2337	0.528908	24100000	24150000	0.329644	1.026875	2420	0.321016677	1	1	6.14	10.850958	5608	-0.733941	0.001934907	10.917787	8566	-1.37271	0.001274549	0.357247094	24
"(1973458,1975928)(28453047,28498275)(28450000,28500000)"	2	28475000	2472	0.528702	28450000	28500000	-0.361776	1.207491	2533	-0.299609687	0.9847	2	8.81	13.737767	7021	-1.149387	0.001956668	12.748184	8059	-0.426626	0.001581857	0.365533154	18
"(738019,741223)(7402588,7447625)(7400000,7450000)"	2	7425000	3206	0.528695	7400000	7450000	0.429562	1.939826	3295	0.221443573	0.51702	2	6.47	16.18808	6038	-0.419489	0.002681033	18.244337	10260	-1.404545	0.0017782	0.384884475	30
"(2385588,2390658)(33100330,33148978)(33100000,33150000)"	2	33125000	5072	0.528281	33100000	33150000	0.320699	1.726148	5218	0.18578882	0.96874	1	5.52	17.244978	11034	-1.298161	0.001562895	22.604886	13347	-0.754788	0.00169363	0.378835525	48
"(1530248,1534430)(22907898,22949978)(22900000,22950000)"	1	22925000	4184	0.528277	22900000	22950000	-1.150913	2.826247	4372	-0.407223077	0.0024	1	5.18	18.403349	7672	-0.894464	0.002398768	19.764762	9298	-0.879825	0.0021257	0.482768826	42
"(1026938,1028519)(11001652,11049811)(11000000,11050000)"	2	11025000	1583	0.528199	11000000	11050000	0.029148	0.504566	1623	0.057768458	NA	NA	5.93	6.118472	3773	-0.541442	0.001621646	10.182675	5467	-0.914999	0.001862571	0.454185063	10
"(1821215,1825849)(26300192,26349355)(26300000,26350000)"	1	26325000	4636	0.528115	26300000	26350000	-0.359361	2.243861	4812	-0.160152968	1	1	5.94	21.346025	10070	-0.810838	0.002119764	15.117741	12591	-1.266448	0.001200678	0.390093244	41
"(809362,812195)(17403070,17448122)(17400000,17450000)"	3	17425000	2835	0.528113	17400000	17450000	1.426095	4.192822	2996	0.340127723	1	1	1.99	20.868304	6668	-0.329418	0.00312962	14.292142	9513	-1.4612	0.00150238	0.369827242	46
"(823210,827026)(8301157,8349622)(8300000,8350000)"	1	8325000	3818	0.528067	8300000	8350000	1.571142	4.619723	4011	0.340094417	0.94296	2	5.69	13.787542	7664	-1.353987	0.001799001	42.473091	10741	0.424745	0.003954296	0.435993525	45
"(2593718,2599183)(35750295,35799535)(35750000,35800000)"	3	35775000	5467	0.528041	35750000	35800000	2.340136	2.771246	5576	0.844434597	0.80478	6	5.53	20.564156	11416	-0.947674	0.001801345	15.282264	14782	-1.842305	0.001033843	0.495811938	30
"(1446559,1450027)(16200102,16249720)(16200000,16250000)"	2	16225000	3470	0.528027	16200000	16250000	0.42516	2.594807	3619	0.163850336	NA	NA	3	10.932762	6894	-1.079001	0.001585837	20.93677	12337	-0.634652	0.001697071	0.415209318	19
"(3345141,3355975)(42800000,42849999)(42800000,42850000)"	3	42825000	10836	0.527781	42800000	42850000	-0.507801	3.870463	10934	-0.131199032	0.8442	1	7.83	18.705464	19630	-1.96151	0.000952902	16.87268	19889	-2.054686	0.000848342	0.350450528	41
"(3259512,3265788)(39903326,39949999)(39900000,39950000)"	1	39925000	6278	0.52778	39900000	39950000	-0.3371	0.750616	6386	-0.449097808	0.85118	9	7.78	10.006807	13047	-1.958778	0.000766981	19.342973	13708	-0.93256	0.001411072	0.497532972	27
"(1504030,1511499)(26101016,26149999)(26100000,26150000)"	3	26125000	7471	0.527597	26100000	26150000	-0.219123	2.725367	7734	-0.080401282	NA	NA	4.29	27.191399	13603	-1.030603	0.001998927	18.747767	18919	-1.457998	0.000990949	0.403383208	55
"(1012753,1015625)(15650007,15688883)(15650000,15700000)"	5	15675000	2874	0.527554	15650000	15700000	-0.509007	0.895183	3377	-0.568606642	1	3	1.69	8.208951	4324	-1.149753	0.001898462	30.468355	10208	-0.460786	0.002984753	0.36045541	45
"(218685,226439)(2050026,2098584)(2050000,2100000)"	4	2075000	7756	0.527455	2050000	2100000	1.470245	4.792386	8193	0.306787684	NA	NA	7.66	28.126522	12847	-1.051213	0.002189346	12.861417	16493	-1.861706	0.000779811	0.42149235	57
"(525640,531241)(4450211,4498905)(4450000,4500000)"	6	4475000	5603	0.52744	4450000	4500000	0.212309	1.637141	5777	0.129682782	0.02342	1	6.5	24.429368	12180	-0.802981	0.002005695	21.865373	15622	-0.822892	0.001399653	0.461125073	39
"(1110727,1113634)(17500704,17549688)(17500000,17550000)"	5	17525000	2909	0.527359	17500000	17550000	-0.407717	1.907345	3157	-0.213761538	NA	NA	3.17	14.53374	6318	-0.867437	0.00230037	15.729658	8718	-1.024931	0.001804274	0.403765871	34
"(2719318,2725237)(37000018,37049527)(37000000,37050000)"	3	37025000	5921	0.527346	37000000	37050000	0.59879	2.124277	6016	0.281879435	0.35912	2	6.15	16.775787	11224	-1.060977	0.001494635	20.521056	13608	-1.204179	0.001508014	0.485842723	36
"(1710526,1714051)(24153659,24197132)(24150000,24200000)"	2	24175000	3527	0.527274	24150000	24200000	2.458362	14.270325	3842	0.172270919	NA	NA	3.38	27.138455	6385	-0.059006	0.004250345	66.373534	11165	0.302794	0.005944786	0.474544874	102
"(967123,971487)(19800000,19849679)(19800000,19850000)"	3	19825000	4366	0.527261	19800000	19850000	0.047542	0.181986	4434	0.261239876	0.6569	8	5.08	8.79931	8721	-1.624811	0.001008979	16.959382	13352	-1.698642	0.001270175	0.477454859	21
"(761430,765731)(8551910,8599302)(8550000,8600000)"	5	8575000	4303	0.527221	8550000	8600000	-0.552879	4.304945	4422	-0.128428818	0.67144	10	8.58	18.789755	8552	-0.827378	0.002197118	18.39304	12393	-1.424175	0.001484148	0.420577961	34
"(2950038,2953625)(37851976,37898193)(37850000,37900000)"	4	37875000	3589	0.527125	37850000	37900000	-0.452802	6.0594	3686	-0.074727201	0.96324	1	7.18	20.870983	7183	-0.418943	0.002905608	10.970621	9780	-1.385668	0.00112174	0.378662522	49
"(1039923,1046798)(20850406,20899553)(20850000,20900000)"	3	20875000	6877	0.527048	20850000	20900000	0.229945	0.238384	6923	0.964599134	0.81316	5	5.49	10.642602	12954	-2.201315	0.000821569	16.76969	15538	-1.765077	0.00107927	0.474292934	15
"(1166579,1170218)(23151216,23194897)(23150000,23200000)"	7	23175000	3641	0.526921	23150000	23200000	3.752442	4.609299	3700	0.814102535	0.00904	1	8.2	14.17575	8283	-0.962407	0.001711427	14.526383	10629	-0.93037	0.001366674	0.403341002	32
"(1555169,1559969)(26450515,26498741)(26450000,26500000)"	3	26475000	4802	0.526769	26450000	26500000	-0.391561	1.133885	5044	-0.345326907	NA	NA	4.33	17.448894	10232	-1.046831	0.001705326	17.562632	15555	-1.689743	0.001129067	0.436344746	25
"(1632863,1637219)(20950222,20998032)(20950000,21000000)"	6	20975000	4358	0.526582	20950000	21000000	0.414657	0.72001	4414	0.575904501	0.92558	4	8.68	6.74436	9514	-2.020785	0.000708888	9.899488	12205	-2.140465	0.000811101	0.385270608	17
"(2603095,2606703)(35850551,35899988)(35850000,35900000)"	3	35875000	3610	0.526496	35850000	35900000	0.027289	0.028407	3665	0.960643503	0.869	9	5.7	5.581411	9486	-2.200362	0.000588384	9.883116	11213	-2.220713	0.000881398	0.535147868	10
"(3051829,3056174)(37750955,37798545)(37750000,37800000)"	1	37775000	4347	0.526351	37750000	37800000	1.094093	1.748646	4465	0.625680098	0.60332	5	7.42	12.803727	8779	-1.531835	0.001458449	10.478969	10886	-1.363278	0.00096261	0.389265598	21
"(1132222,1136990)(17750223,17799959)(17750000,17800000)"	5	17775000	4770	0.52626	17750000	17800000	-2.760078	4.890269	4950	-0.564402081	NA	NA	3.17	26.137775	9490	-0.560926	0.002754244	20.764898	12251	-1.191815	0.001694955	0.407231315	54
"(460950,467074)(4150153,4198419)(4150000,4200000)"	2	4175000	6126	0.526143	4150000	4200000	-0.671458	3.168214	6219	-0.21193581	0.91408	6	7.02	18.726415	12506	-1.146957	0.001497394	17.233855	14328	-1.474214	0.00120281	0.386542984	42
"(2493487,2501545)(32900011,32949519)(32900000,32950000)"	4	32925000	8060	0.526143	32900000	32950000	1.991033	6.306568	8259	0.315707846	0.71124	1	4.31	23.994118	15543	-1.336831	0.001543725	28.401396	18064	-0.875317	0.001572265	0.444274435	55
"(991070,994782)(10500015,10549347)(10500000,10550000)"	2	10525000	3714	0.526136	10500000	10550000	-0.354192	4.496507	3806	-0.078770477	0.65514	2	6.06	21.391781	7901	-0.577088	0.002707478	23.782058	10550	-0.065981	0.002254224	0.431638585	36
"(73383,80931)(450078,499908)(450000,500000)"	1	475000	7550	0.526109	450000	500000	1.059571	1.929373	7724	0.54917893	0.95372	2	7.28	19.344588	13802	-1.481701	0.001401579	17.732907	13782	-1.545648	0.001286672	0.399790821	43
"(1473223,1475378)(16700361,16749999)(16700000,16750000)"	2	16725000	2157	0.525971	16700000	16750000	0.374678	1.815683	2104	0.206356506	0.8831	4	3.11	13.41281	5808	-0.61253	0.002309368	14.38856	6627	-0.673163	0.002171203	0.424352056	24
"(1599317,1604326)(26850890,26899999)(26850000,26900000)"	3	26875000	5011	0.525853	26850000	26900000	-0.240486	1.827497	5142	-0.131593102	NA	NA	4.35	10.984144	9613	-1.608521	0.001142634	18.423183	14387	-1.605241	0.001280544	0.454725531	23
"(614107,616727)(7852280,7899891)(7850000,7900000)"	7	7875000	2622	0.525695	7850000	7900000	-0.406791	1.483977	2679	-0.274122173	0.88826	1	3.8	13.611428	5520	-0.536252	0.002465838	17.689801	8227	-0.204002	0.002150213	0.496077414	30
"(2244798,2251427)(26550726,26598337)(26550000,26600000)"	6	26575000	6631	0.525675	26550000	26600000	-2.159906	4.211192	6780	-0.512896586	0.99854	2	5.93	23.067045	12110	-0.933392	0.001904793	21.282968	15435	-1.329325	0.001378877	0.469150732	41
"(1159198,1161738)(13205480,13249856)(13200000,13250000)"	2	13225000	2542	0.525375	13200000	13250000	-0.046224	0.054404	2590	-0.849643409	0.78982	5	3.53	5.284366	5953	-1.816726	0.000887681	6.447609	8862	-1.92755	0.000727557	0.315493986	11
"(1956457,1961633)(28150083,28199741)(28150000,28200000)"	2	28175000	5178	0.525331	28150000	28200000	-0.513466	5.685861	5392	-0.09030576	0.8998	2	8.5	26.098158	9319	-0.569868	0.002800532	28.617369	14403	-0.592111	0.001986903	0.390843602	66
"(649274,653368)(6100773,6149568)(6100000,6150000)"	2	6125000	4096	0.525321	6100000	6150000	1.208303	1.82582	4231	0.661786485	1	9	6.81	13.561217	9497	-1.488069	0.001427947	14.397845	11123	-1.637566	0.001294421	0.36553694	23
"(564553,567628)(6800056,6845100)(6800000,6850000)"	7	6825000	3077	0.52524	6800000	6850000	0.660694	1.442724	3175	0.457948991	0.94532	1	5.43	15.359121	6574	-0.489628	0.002336343	10.807811	9002	-1.305209	0.001200601	0.39897262	17
"(1556633,1561201)(20052178,20099369)(20050000,20100000)"	6	20075000	4570	0.525199	20050000	20100000	0.112574	1.648176	4700	0.068302172	0.75482	1	8.91	14.461747	9451	-1.367814	0.001530182	22.926439	14788	-1.06543	0.001550341	0.482779087	17
"(1216726,1220626)(24109626,24149592)(24100000,24150000)"	7	24125000	3902	0.524994	24100000	24150000	1.748014	3.192983	4096	0.547454841	1	2	7.71	21.371332	7501	-0.436759	0.002849131	10.652902	10341	-1.537817	0.001030162	0.436723514	35
"(1025637,1026937)(10951623,10999506)(10950000,11000000)"	2	10975000	1302	0.524831	10950000	11000000	0.302197	0.603548	1343	0.500700856	0.83148	3	5.93	14.710409	4026	-0.661437	0.003653852	13.894505	6133	-0.553493	0.002265532	0.442591168	18
"(527352,530088)(6904154,6947381)(6900000,6950000)"	4	6925000	2738	0.524582	6900000	6950000	2.567799	3.592307	2948	0.714804999	0.94148	2	6.67	8.627894	4786	-0.925527	0.001802736	9.836894	7940	-1.40163	0.001238904	0.392472437	16
"(2465035,2468251)(32951016,32997661)(32950000,33000000)"	5	32975000	3218	0.5242	32950000	33000000	1.736576	2.289339	3391	0.758549083	NA	NA	4.77	16.24635	7654	-0.919373	0.002122596	19.021171	10738	-0.335908	0.001771389	0.445188888	23
"(2333635,2339165)(32600959,32649973)(32600000,32650000)"	2	32625000	5532	0.524172	32600000	32650000	-1.087239	3.54494	5889	-0.306701665	0.99932	1	6.42	18.391317	11487	-1.306008	0.001601055	20.967576	14950	-1.23296	0.001402513	0.35732641	41
"(3030463,3034750)(39950470,39999688)(39950000,40000000)"	3	39975000	4289	0.524	39950000	40000000	2.169048	5.120293	4456	0.423617945	NA	NA	8.69	20.801127	9094	-0.766283	0.002287346	22.880215	12023	-0.714629	0.001903037	0.45992803	39
"(788940,793769)(8150044,8199999)(8150000,8200000)"	2	8175000	4831	0.523978	8150000	8200000	2.23937	3.370092	4992	0.664483343	NA	NA	6.58	23.511036	10572	-1.244944	0.002223897	21.470079	12825	-1.303104	0.00167408	0.379787739	45
"(1033111,1039922)(20800071,20848958)(20800000,20850000)"	3	20825000	6813	0.523973	20800000	20850000	0.131625	0.440743	6917	0.298643427	0.89404	9	5.49	9.911841	12730	-2.056038	0.000778621	13.775719	15185	-1.800354	0.000907193	0.427450257	25
"(2176736,2180835)(30901843,30949810)(30900000,30950000)"	2	30925000	4101	0.523904	30900000	30950000	0.254281	0.660961	4288	0.384714075	0.74462	7	8.28	10.066687	8139	-1.787111	0.001236846	28.258647	12601	-0.320182	0.002242572	0.539429672	23
"(1227082,1228458)(19450887,19480574)(19450000,19500000)"	5	19475000	1378	0.523798	19450000	19500000	-0.320874	2.127116	1404	-0.150849319	0.69612	6	3.26	12.690591	4874	-1.02162	0.002603732	24.044469	7107	0.122979	0.003383209	0.455499151	17
"(880361,883083)(9150000,9199159)(9150000,9200000)"	2	9175000	2724	0.52379	9150000	9200000	1.041827	2.806953	2881	0.371159403	0.76096	1	6.64	12.826448	6021	-0.8381	0.002130285	14.955279	10057	-1.393881	0.001487052	0.432457823	22
"(2233614,2238256)(31551167,31599404)(31550000,31600000)"	2	31575000	4644	0.523768	31550000	31600000	-1.107154	3.120956	4785	-0.354748353	NA	NA	7.91	21.49207	10124	-0.545465	0.002122883	21.725682	13253	-0.208688	0.001639303	0.472687512	31
"(1923957,1926473)(27703829,27749377)(27700000,27750000)"	2	27725000	2518	0.523467	27700000	27750000	0.796832	1.998028	2600	0.398809226	NA	NA	7.96	12.11197	5536	-0.936445	0.002187856	15.41081	9448	-0.860842	0.001631119	0.420328679	20
"(2346998,2352496)(33350286,33399524)(33350000,33400000)"	3	33375000	5500	0.523464	33350000	33400000	0.689401	1.169969	5128	0.589247236	0.7954	6	3.53	19.286117	10583	-0.897712	0.001822368	26.53465	15250	-0.96341	0.001739977	0.436324217	44
"(1205011,1207690)(13750653,13798502)(13750000,13800000)"	1	13775000	2681	0.523267	13750000	13800000	-0.166241	1.433994	2742	-0.115928658	0.73312	3	5.2	10.334234	6140	-1.058502	0.0016831	24.36187	9432	-0.197053	0.002582895	0.549346684	20
"(2977307,2984188)(39400439,39449999)(39400000,39450000)"	3	39425000	6883	0.523234	39400000	39450000	-0.278474	4.648787	7066	-0.059902508	NA	NA	8.57	24.429982	12073	-0.897374	0.002023522	28.658773	18663	-1.036408	0.001535593	0.378326296	59
"(606515,607957)(8360520,8399999)(8350000,8400000)"	4	8375000	1444	0.523196	8350000	8400000	0.979952	1.780506	1511	0.550378376	0.5502	2	6.29	12.362914	3636	-0.214945	0.003400141	23.295444	8321	-0.626457	0.002799597	0.511407074	16
"(1128807,1130929)(12451580,12499945)(12450000,12500000)"	1	12475000	2124	0.523073	12450000	12500000	0.003519	2.924711	2200	0.001203196	NA	NA	6.19	11.967647	4750	-0.736853	0.002519505	22.242053	8660	-0.351975	0.002568366	0.441130421	31
"(2714297,2716699)(36000000,36048845)(36000000,36050000)"	2	36025000	2404	0.522993	36000000	36050000	-0.383722	1.858093	2486	-0.206513883	0.85974	2	4.69	13.482	5900	-0.817242	0.002285085	11.555821	10007	-0.980954	0.001154774	0.450932999	19
