region	chr	midPos	Nsites_fst	fst	BLOCKstart	BLOCKend	Numer	Denom	Nsites_Dstat	Dstat	gene.density	gene.count	recombination.rate	tP.lec	Nsites_lec	Tajima.lec	pi.lec	tP.pine	Nsites_pine	Tajima.pine	pi.pine	avg.dxy	Nsites_dxy
"(3544782,3551728)(43500030,43549876)(43500000,43550000)"	2	43525000	6948	0.681531	43500000	43550000	0.46362	2.543722	7186	0.182260483	0.73726	1	7.64	27.094639	13241	-1.089511	0.002046268	16.256903	14837	-1.93414	0.0010957	0.496489117	64
"(3641754,3653648)(44100331,44149228)(44100000,44150000)"	2	44125000	11896	0.68141	44100000	44150000	0.315713	1.599203	12117	0.197418964	0.72964	2	7.56	22.297564	19304	-1.384072	0.001155075	29.99044	21210	-1.43451	0.001413976	0.621548736	73
"(220126,226297)(1650000,1698997)(1650000,1700000)"	2	1675000	6173	0.681275	1650000	1700000	0.613585	2.418398	6527	0.253715476	0.33362	1	7.55	24.155476	12764	-1.117114	0.001892469	7.39553	12869	-2.195241	0.000574678	0.517987062	36
"(3048669,3052253)(38950674,38998009)(38950000,39000000)"	4	38975000	3586	0.68122	38950000	39000000	0.039799	3.284465	3672	0.012117346	0.92876	2	7.1	11.97147	6607	-1.332541	0.001811937	15.805994	8685	-0.990818	0.001819919	0.541148101	36
"(3653649,3661208)(44150097,44199890)(44150000,44200000)"	2	44175000	7561	0.681136	44150000	44200000	0.553321	0.682545	7720	0.810673289	NA	NA	7.56	9.240765	14677	-2.279906	0.000629609	19.200268	12620	-1.405074	0.001521416	0.611172395	37
"(1707454,1711255)(24903642,24949245)(24900000,24950000)"	5	24925000	3803	0.681076	24900000	24950000	-0.304023	0.774266	3921	-0.392659629	NA	NA	8.03	12.48771	8461	-1.200428	0.001475914	12.7046	10560	-1.34823	0.001203087	0.495379115	36
"(81035,86975)(450024,499923)(450000,500000)"	2	475000	5942	0.681032	450000	500000	1.017214	3.791705	6077	0.268273508	0.78874	2	6.63	26.016361	13453	-1.21749	0.001933871	6.838714	15165	-2.495287	0.000450954	0.519596294	38
"(573084,575137)(7750296,7799619)(7750000,7800000)"	4	7775000	2055	0.681003	7750000	7800000	0.104214	4.821133	2148	0.021616081	1	1	6.42	10.022089	4676	-0.924521	0.002143304	9.480691	7457	-1.384944	0.001271381	0.493673474	30
"(2044333,2046931)(29501747,29541275)(29500000,29550000)"	2	29525000	2600	0.680832	29500000	29550000	0.1872	0.636286	2506	0.294207322	0.8857	3	9.34	11.093417	6730	-1.181693	0.001648353	12.66395	8854	-1.272552	0.001430308	0.535523484	28
"(2404365,2411343)(32200017,32249022)(32200000,32250000)"	5	32225000	6980	0.680784	32200000	32250000	0.272429	0.730101	6996	0.373138785	0.88614	6	4.78	12.740141	13876	-2.114897	0.000918142	19.641569	15681	-1.077293	0.001252571	0.563884884	33
"(2389470,2396573)(28000033,28049853)(28000000,28050000)"	6	28025000	7105	0.680712	28000000	28050000	1.307957	5.348437	7358	0.244549389	0.83242	3	6.09	29.592597	12745	-0.647571	0.002321899	15.279088	16076	-1.88632	0.000950428	0.592890697	52
"(3211276,3214539)(39350081,39395363)(39350000,39400000)"	1	39375000	3265	0.680212	39350000	39400000	-0.783048	2.203226	3464	-0.355409749	NA	NA	7.82	15.140741	6498	-0.477085	0.002330062	5.408608	8314	-1.856091	0.000650542	0.515768989	27
"(1830882,1838384)(22851795,22899730)(22850000,22900000)"	6	22875000	7504	0.680167	22850000	22900000	0.907556	2.17294	7673	0.417662706	0.9454	4	7.64	22.389794	12870	-1.302105	0.001739689	15.538781	16794	-1.389981	0.000925258	0.580163084	44
"(484169,489135)(4356458,4399937)(4350000,4400000)"	1	4375000	4968	0.680132	4350000	4400000	-0.737753	2.374704	5044	-0.310671562	0.68168	4	6.74	14.073146	10546	-1.307501	0.001334453	12.487916	10993	-1.174389	0.001135988	0.446652459	38
"(881812,885851)(9250002,9298289)(9250000,9300000)"	1	9275000	4041	0.680115	9250000	9300000	-1.164964	2.014333	4155	-0.578337345	1	4	5.97	15.408294	8492	-0.851999	0.001814448	7.197535	11335	-2.334556	0.000634983	0.508108924	35
"(965207,971709)(19351737,19399813)(19350000,19400000)"	7	19375000	6504	0.680003	19350000	19400000	0.437376	1.943125	6870	0.225088968	0.67154	9	7.12	17.121199	11255	-1.322682	0.001521208	25.443334	15828	-0.566296	0.001607489	0.571334777	69
"(870089,873594)(9050971,9099106)(9050000,9100000)"	1	9075000	3507	0.679953	9050000	9100000	-0.844725	1.157894	3652	-0.729535692	NA	NA	5.97	10.582961	7314	-1.30697	0.001446946	5.62929	11272	-2.44887	0.000499405	0.544956909	16
"(1423652,1425438)(15800702,15848497)(15800000,15850000)"	2	15825000	1788	0.679933	15800000	15850000	-0.948775	3.858157	1858	-0.245914047	0.68922	1	2.96	11.892532	3526	-0.480853	0.003372811	10.067294	5962	-1.257539	0.001688577	0.554449643	28
"(1214908,1220374)(13751415,13799707)(13750000,13800000)"	2	13775000	5468	0.679861	13750000	13800000	0.969985	2.194743	5602	0.441958352	NA	NA	3.15	17.405217	9477	-1.109345	0.001836575	11.19456	14277	-2.09257	0.000784097	0.586792787	42
"(3134426,3139114)(40151171,40199635)(40150000,40200000)"	2	40175000	4690	0.679853	40150000	40200000	0.165545	4.277837	4807	0.038698295	0.97892	8	6.5	15.621003	10564	-1.367331	0.001478702	12.455161	11768	-1.752673	0.001058392	0.555102363	32
"(2920028,2922385)(37400806,37449923)(37400000,37450000)"	4	37425000	2359	0.679832	37400000	37450000	-1.727074	4.356313	2481	-0.396453147	1	1	6.93	11.138502	5081	-0.900496	0.002192187	8.027647	7094	-1.352072	0.001131611	0.5710989	24
"(2442495,2451041)(32050005,32099977)(32050000,32100000)"	1	32075000	8548	0.679804	32050000	32100000	0.000643	1.237545	8749	0.000519577	0.63848	5	4.65	24.371236	15986	-1.282152	0.001524536	15.261045	18362	-1.607538	0.000831121	0.510303635	69
"(847819,854743)(8801179,8849999)(8800000,8850000)"	2	8825000	6926	0.679685	8800000	8850000	-0.068005	2.596065	7206	-0.026195415	0.96634	7	6.56	14.555498	12127	-1.343604	0.001200255	11.242142	16667	-1.896905	0.000674515	0.569013724	27
"(3170084,3173826)(40550491,40598732)(40550000,40600000)"	2	40575000	3744	0.679647	40550000	40600000	1.314369	2.462141	3874	0.533831734	NA	NA	6.57	18.207526	9545	-1.239023	0.001907546	13.417392	12391	-1.952671	0.001082834	0.484932542	32
"(2959566,2970669)(39301163,39349360)(39300000,39350000)"	3	39325000	11105	0.67964	39300000	39350000	-0.884974	4.631802	11431	-0.19106473	NA	NA	8.57	37.577533	17706	-0.620544	0.002122305	23.83581	25527	-1.542866	0.000933749	0.520778879	86
"(769694,774782)(8650000,8699966)(8650000,8700000)"	5	8675000	5090	0.679558	8650000	8700000	0.734092	1.151144	5164	0.63770649	0.8527	7	8.6	7.086443	8872	-1.782864	0.000798742	13.530633	13135	-1.688592	0.001030121	0.555551234	21
"(911726,914465)(8200876,8245542)(8200000,8250000)"	6	8225000	2741	0.679558	8200000	8250000	-0.740261	0.855028	2842	-0.865773986	0.89636	1	7.19	13.116982	5792	-1.040133	0.002264672	9.038403	7945	-0.741042	0.001137622	0.518957335	32
"(1429738,1437003)(22200048,22248529)(22200000,22250000)"	5	22225000	7267	0.679545	22200000	22250000	-0.67061	2.241475	7413	-0.299182458	0.87864	1	4.6	20.074807	12794	-1.157867	0.00156908	19.466225	15843	-1.03484	0.001228696	0.539130189	49
"(2012456,2017879)(28300362,28349999)(28300000,28350000)"	5	28325000	5425	0.679528	28300000	28350000	0.479747	0.929421	5494	0.516178352	0.87586	11	7.81	12.526084	11672	-1.743978	0.001073174	8.209449	13206	-1.957111	0.000621645	0.51982232	28
"(2376300,2380909)(27850003,27899822)(27850000,27900000)"	6	27875000	4611	0.679422	27850000	27900000	-1.85054	3.232267	4812	-0.572520773	NA	NA	6.09	15.452958	9936	-1.175012	0.001555249	12.327921	13769	-1.900273	0.000895339	0.543362833	33
"(61750,70894)(301673,349999)(300000,350000)"	6	325000	9146	0.679401	300000	350000	-0.985089	1.916023	9359	-0.514132137	0.17602	3	7.87	32.379397	16491	-1.11315	0.001963459	12.532612	17918	-2.135692	0.000699443	0.536713001	63
"(1254536,1259357)(24653044,24699024)(24650000,24700000)"	7	24675000	4823	0.679319	24650000	24700000	-0.593242	0.926324	5023	-0.640426028	NA	NA	7.58	18.222162	9879	-0.866697	0.001844535	14.451965	12800	-0.905288	0.00112906	0.551900484	37
"(3593440,3601063)(43850302,43899999)(43850000,43900000)"	2	43875000	7625	0.679313	43850000	43900000	0.112684	1.258891	7839	0.08951053	0.99164	1	7.64	17.973158	15043	-1.775218	0.001194785	20.306153	16871	-1.829955	0.001203613	0.528938999	50
"(798445,804199)(9100000,9149843)(9100000,9150000)"	5	9125000	5756	0.67928	9100000	9150000	-1.007092	5.596991	5942	-0.17993454	NA	NA	8.69	23.854412	10407	-0.989061	0.002292151	19.772626	12907	-1.881134	0.00153193	0.514261158	50
"(1165008,1168872)(13300187,13349961)(13300000,13350000)"	2	13325000	3866	0.67926	13300000	13350000	0.372839	0.585539	3901	0.636744948	0.94698	8	3.34	11.824304	8690	-1.262161	0.001360679	7.318555	10509	-1.962004	0.000696408	0.571435108	15
"(2802530,2809813)(36900372,36949999)(36900000,36950000)"	2	36925000	7285	0.679255	36900000	36950000	0.722011	1.922845	7421	0.375491004	0.11102	2	4.95	17.430873	13221	-1.328641	0.001318423	18.265882	15862	-0.966501	0.00115155	0.493377097	54
"(1197659,1200604)(13650001,13699749)(13650000,13700000)"	1	13675000	2947	0.679246	13650000	13700000	0.326278	4.19219	3093	0.077829965	0.63408	2	5.2	12.903613	7856	-1.242698	0.001642517	10.923884	10030	-1.697916	0.001089121	0.527610997	28
"(2563910,2568421)(32900529,32949227)(32900000,32950000)"	1	32925000	4513	0.679135	32900000	32950000	0.267533	1.061436	4662	0.252048169	0.9171	3	4.77	17.929234	10558	-0.947438	0.001698166	17.829667	15363	-1.43558	0.001160559	0.502845656	37
"(3019547,3025213)(39850000,39899479)(39850000,39900000)"	3	39875000	5668	0.679122	39850000	39900000	-0.816599	6.656499	5838	-0.122676951	0.60716	4	8.69	21.533545	10971	-1.02773	0.00196277	16.984332	15942	-1.215027	0.001065383	0.562383152	35
"(1406918,1409825)(15550335,15599999)(15550000,15600000)"	2	15575000	2909	0.679037	15550000	15600000	-0.819689	1.794413	3033	-0.456800636	0.68354	8	2.96	16.262119	6823	-0.38991	0.002383426	15.451198	10771	-1.619878	0.001434518	0.56849046	26
"(943807,948019)(15150670,15199988)(15150000,15200000)"	4	15175000	4214	0.679003	15150000	15200000	0.419376	0.727435	4073	0.576513365	0.8793	12	4.25	6.247872	10094	-2.210778	0.000618969	18.283976	12424	-1.085462	0.001471666	0.537654019	31
"(1501576,1506862)(22600407,22649910)(22600000,22650000)"	1	22625000	5288	0.678997	22600000	22650000	-0.417629	0.987192	5409	-0.423047391	NA	NA	5.13	15.114696	9521	-1.420089	0.001587511	13.903156	13259	-2.025276	0.001048583	0.521788767	32
"(743502,747081)(10300573,10349984)(10300000,10350000)"	7	10325000	3581	0.678996	10300000	10350000	0.123604	0.123604	3909	1	NA	NA	1.21	3.650012	6074	-2.377814	0.000600924	34.745709	11944	0.064033	0.002909051	0.501517708	30
"(2266475,2270095)(31900077,31949269)(31900000,31950000)"	2	31925000	3622	0.678941	31900000	31950000	0.136457	0.138334	3737	0.986431391	NA	NA	6.9	12.965286	9318	-1.442344	0.001391424	12.374217	13695	-1.722323	0.000903557	0.473440221	27
"(660493,662365)(8656754,8698893)(8650000,8700000)"	7	8675000	1874	0.678766	8650000	8700000	-1.112364	1.218751	1877	-0.912708174	NA	NA	3.12	4.803497	4650	-1.5983	0.00103301	12.931524	6959	-0.916773	0.001858245	0.493914809	36
"(1806536,1813520)(26950082,26999792)(26950000,27000000)"	4	26975000	6986	0.678679	26950000	27000000	3.029818	3.164367	7152	0.957479964	1	1	3.1	17.598116	13876	-1.363896	0.001268241	14.688075	16493	-1.845328	0.000890564	0.441652743	49
"(2829216,2838284)(31400244,31449877)(31400000,31450000)"	6	31425000	9070	0.678664	31400000	31450000	0.167112	0.200402	9209	0.833883893	0.88164	4	7.27	12.665015	16447	-2.138963	0.00077005	19.189926	17366	-1.390241	0.001105029	0.547875176	38
"(2932271,2939653)(36600218,36644315)(36600000,36650000)"	5	36625000	7384	0.678476	36600000	36650000	0.191707	1.655779	8603	0.115780548	0.4123	3	3.8	8.110374	11945	-2.10837	0.000678976	16.960956	12104	-1.554855	0.001401269	0.408934213	80
"(721317,723453)(15950767,15998890)(15950000,16000000)"	3	15975000	2138	0.678434	15950000	16000000	0.03162	0.031949	2072	0.989702338	0.01476	1	0.38	2.805452	4719	-2.387645	0.000594501	9.395586	8420	-1.482465	0.001115865	0.507564353	10
"(311912,316124)(2750191,2798058)(2750000,2800000)"	1	2775000	4214	0.678373	2750000	2800000	0.885292	3.301438	4418	0.268153453	0.25532	2	7.22	14.407305	8521	-1.247436	0.0016908	16.323979	12791	-1.525844	0.001276208	0.468157333	36
"(2397808,2401314)(33200305,33249966)(33200000,33250000)"	2	33225000	3508	0.678366	33200000	33250000	0.554264	1.627777	3517	0.340503644	0.3013	1	4.82	13.497306	7710	-0.931153	0.001750623	16.611757	10792	-1.123208	0.001539266	0.529498755	33
"(175150,179233)(1201205,1249685)(1200000,1250000)"	6	1225000	4085	0.678348	1200000	1250000	-0.733355	1.323348	4324	-0.554166402	0.38776	2	7.59	20.986061	10177	-0.933805	0.002062107	8.25011	12230	-1.863693	0.00067458	0.501248425	34
"(2609455,2611843)(29750373,29799685)(29750000,29800000)"	6	29775000	2390	0.678311	29750000	29800000	-0.312467	1.804784	2698	-0.17313263	NA	NA	6.52	10.471268	5516	-0.822883	0.001898344	8.934113	6348	-1.058281	0.00140739	0.480320466	25
"(530089,533687)(6950411,6998346)(6950000,7000000)"	4	6975000	3600	0.67821	6950000	7000000	-0.11526	0.364811	3716	-0.315944421	0.63936	5	6.67	14.327762	7263	-0.960273	0.001972706	8.440664	12288	-2.081613	0.000686903	0.49320058	33
"(3335959,3342340)(40500508,40549999)(40500000,40550000)"	1	40525000	6383	0.678186	40500000	40550000	0.286683	0.318172	6468	0.901031518	0.83496	8	7.53	14.304188	13767	-1.740114	0.00103902	13.751653	15879	-1.424926	0.000866028	0.547181301	39
"(860203,862602)(10100045,10149328)(10100000,10150000)"	5	10125000	2401	0.678173	10100000	10150000	-0.778575	1.696964	2466	-0.458804665	NA	NA	7.02	9.395845	4893	-1.377549	0.001920263	18.348476	9339	-1.310194	0.001964715	0.569996444	30
"(2968090,2970807)(36600968,36629673)(36600000,36650000)"	1	36625000	2719	0.678152	36600000	36650000	-1.177511	2.331764	2783	-0.504987211	0.38076	5	7.43	8.671019	5925	-1.177569	0.001463463	9.152537	7374	-1.983881	0.00124119	0.610289655	16
"(196876,200629)(1750559,1793711)(1750000,1800000)"	3	1775000	3755	0.678121	1750000	1800000	-0.492972	0.89836	3867	-0.548746605	0.9729	6	7.2	21.284878	8469	-0.359532	0.002513269	10.35063	11139	-1.261889	0.000929224	0.474628973	37
"(225450,227169)(2152009,2199265)(2150000,2200000)"	3	2175000	1721	0.678114	2150000	2200000	0.006805	0.379938	1862	0.017910817	0.80584	1	7.51	3.445312	3111	-1.342408	0.001107461	9.890534	6287	-0.435913	0.001573172	0.489244797	15
"(1485839,1490618)(19101128,19136445)(19100000,19150000)"	6	19125000	4781	0.678114	19100000	19150000	-1.344619	2.473253	4897	-0.543664154	0.73516	3	8.64	13.417402	9282	-0.843747	0.001445529	9.529128	11222	-2.118216	0.000849147	0.491398493	29
"(469228,471814)(5300001,5346376)(5300000,5350000)"	7	5325000	2588	0.67809	5300000	5350000	-1.18761	1.918019	2682	-0.619185733	0.80714	5	6.77	15.798305	6196	-0.750683	0.002549759	9.712669	8212	-1.550035	0.001182741	0.524021589	27
"(1297818,1300292)(20650533,20692642)(20650000,20700000)"	5	20675000	2476	0.67808	20650000	20700000	0.20389	3.973488	2612	0.0513126	NA	NA	3.23	13.831634	4912	-0.740849	0.002815886	15.054112	8366	-0.964157	0.00179944	0.523663552	40
"(1021272,1025620)(20251026,20298417)(20250000,20300000)"	7	20275000	4350	0.67808	20250000	20300000	1.617589	3.412084	4507	0.474076547	0.58304	6	7.83	16.498626	8094	-1.327065	0.002038377	13.882805	12003	-1.183992	0.001156611	0.468001974	59
"(1311971,1315944)(19803422,19849770)(19800000,19850000)"	4	19825000	3975	0.678064	19800000	19850000	-0.741713	1.855498	4094	-0.399737968	0.96304	6	6.66	9.759653	7035	-1.569063	0.0013873	23.156301	13653	-0.77	0.00169606	0.520987548	36
"(1900624,1904325)(27300000,27349367)(27300000,27350000)"	2	27325000	3703	0.678029	27300000	27350000	-0.817254	2.105871	3805	-0.388083601	0.65754	1	6.82	19.56231	7883	-0.711835	0.002481582	17.517074	11616	-0.530143	0.001508013	0.539376849	36
"(1752431,1757966)(28550484,28599891)(28550000,28600000)"	3	28575000	5537	0.677988	28550000	28600000	0.081995	0.129058	5655	0.635334501	0.81862	7	4.36	9.017474	11467	-2.026168	0.000786385	16.35978	15070	-1.217819	0.001085586	0.528465666	22
"(737716,741055)(10200000,10249999)(10200000,10250000)"	7	10225000	3341	0.677952	10200000	10250000	0.389012	0.41428	3424	0.939007435	0.0176	1	1.34	6.777983	8121	-1.958748	0.000834624	31.157237	11478	-0.335421	0.002714518	0.531082767	30
"(2346582,2350596)(31500287,31549885)(31500000,31550000)"	4	31525000	4016	0.67788	31500000	31550000	0.055964	1.008776	4091	0.055477133	0.7113	6	3.63	8.069066	8952	-1.70948	0.00090137	8.764062	10624	-1.473809	0.000824931	0.443745145	16
"(1446524,1447767)(21750332,21799428)(21750000,21800000)"	1	21775000	1245	0.677803	21750000	21800000	-0.258521	0.329503	1284	-0.784578593	0.06512	2	4.49	5.646924	3831	-1.535699	0.001474008	44.642522	9633	-0.513378	0.004634332	0.423200308	32
"(1103699,1106953)(17355286,17399355)(17350000,17400000)"	5	17375000	3256	0.677714	17350000	17400000	0.892668	5.702669	3383	0.156535124	0.54226	1	3.17	16.672021	6355	-0.448225	0.002623449	14.634817	10443	-1.210967	0.0014014	0.49599628	42
"(371649,374608)(3350264,3399958)(3350000,3400000)"	7	3375000	2961	0.677694	3350000	3400000	-0.678993	1.570663	3313	-0.432297062	0.79562	1	6.99	13.036619	5533	-0.749832	0.002356157	6.167952	7076	-1.521467	0.000871672	0.492390298	34
"(2847231,2854226)(38250057,38299931)(38250000,38300000)"	3	38275000	6997	0.677692	38250000	38300000	1.71097	4.656827	7213	0.367411115	NA	NA	8.06	18.525807	13625	-1.240292	0.001359692	19.083527	16928	-1.414891	0.001127335	0.537255969	51
"(2713286,2717159)(34901920,34949301)(34900000,34950000)"	4	34925000	3875	0.677531	34900000	34950000	-0.317068	1.152992	3994	-0.274995837	0.85882	2	5.5	8.698978	9920	-2.060806	0.000876913	6.730581	11678	-2.040765	0.000576347	0.432121217	19
"(2752007,2756574)(36502197,36549931)(36500000,36550000)"	2	36525000	4569	0.677418	36500000	36550000	0.014554	2.084232	4729	0.006982908	0.98582	1	4.85	15.838501	9245	-0.963974	0.001713196	8.082767	13928	-2.173509	0.000580325	0.501034242	25
"(2261878,2269659)(30500654,30549462)(30500000,30550000)"	1	30525000	7783	0.677166	30500000	30550000	0.537496	2.821512	7959	0.190499278	NA	NA	4.37	19.264878	13730	-1.365296	0.001403123	19.382845	19806	-1.373856	0.000978635	0.532457265	50
"(549187,552336)(5104123,5149999)(5100000,5150000)"	1	5125000	3151	0.677129	5100000	5150000	-0.072583	5.310933	3334	-0.013666714	1	3	6.49	13.642354	8280	-1.508693	0.001647627	14.487071	9747	-1.171055	0.001486311	0.55409999	25
"(749593,752390)(10800229,10838322)(10800000,10850000)"	4	10825000	2799	0.677121	10800000	10850000	0.427518	1.418289	2936	0.301432219	1	1	2.53	14.338583	5132	0.507818	0.002793956	17.733738	8762	-1.004573	0.002023937	0.545996366	36
"(1631685,1634924)(23900453,23946431)(23900000,23950000)"	1	23925000	3241	0.677009	23900000	23950000	0.441073	2.212734	3348	0.199333946	NA	NA	6.29	15.125246	6747	-0.801995	0.002241774	14.539978	11877	-1.112326	0.001224213	0.544462616	20
"(516953,521125)(7050750,7096746)(7050000,7100000)"	3	7075000	4174	0.676939	7050000	7100000	3.035135	3.235006	4315	0.938216189	NA	NA	7.07	14.236192	8008	-0.946606	0.001777746	25.746323	13353	-0.98641	0.00192813	0.549056826	37
"(2317244,2321152)(33050238,33098555)(33050000,33100000)"	3	33075000	3910	0.67693	33050000	33100000	0.114841	0.13901	3951	0.82613481	0.63498	8	3.56	8.401328	9203	-1.562748	0.00091289	4.515894	11462	-2.515489	0.000393988	0.588600514	12
"(3481131,3487118)(42900212,42948284)(42900000,42950000)"	2	42925000	5989	0.676903	42900000	42950000	0.362653	0.585923	6167	0.618943103	0.75704	9	7.17	16.232721	12376	-1.411273	0.001311629	12.259716	13510	-1.759348	0.000907455	0.50250517	39
"(709557,713022)(7050039,7098756)(7050000,7100000)"	1	7075000	3467	0.676845	7050000	7100000	1.414807	2.360035	3550	0.599485601	0.94838	1	5.15	12.876575	7947	-1.522702	0.001620306	11.129497	10594	-1.287269	0.001050547	0.529207974	25
"(811966,814322)(9250095,9299738)(9250000,9300000)"	5	9275000	2358	0.676796	9250000	9300000	0.781708	2.875478	2456	0.271853236	0.13328	1	8.81	10.222374	6097	-1.137032	0.001676624	13.237341	8768	-1.417967	0.001509733	0.544808409	23
"(1630890,1637095)(23750391,23799959)(23750000,23800000)"	5	23775000	6207	0.676755	23750000	23800000	0.264485	1.805406	6408	0.146496134	NA	NA	5.33	15.66519	12211	-1.546378	0.001282875	11.910813	15770	-2.296179	0.000755283	0.504540155	43
"(2299225,2303625)(31350287,31399661)(31350000,31400000)"	5	31375000	4402	0.676744	31350000	31400000	-0.721166	0.937943	4521	-0.768880412	0.77706	6	4.87	14.448652	10160	-1.501293	0.001422111	12.012383	12641	-1.367998	0.000950272	0.529763512	27
"(1373968,1376672)(20551303,20597134)(20550000,20600000)"	1	20575000	2706	0.676741	20550000	20600000	0.06656	0.246896	2842	0.269587195	0.22258	1	3.76	11.648986	7385	-1.157288	0.001577385	31.469491	7617	-0.361383	0.004131481	0.530547353	47
"(3381634,3392834)(42200067,42249999)(42200000,42250000)"	2	42225000	11202	0.676688	42200000	42250000	4.297424	9.485807	11474	0.453037259	NA	NA	6.97	27.037836	17557	-1.310184	0.001540003	19.659857	23268	-1.62406	0.000844931	0.506602382	72
"(2644579,2649842)(30100087,30149470)(30100000,30150000)"	6	30125000	5265	0.676635	30100000	30150000	0.264802	5.524742	5611	0.047930202	1	1	6.64	18.328958	10806	-1.404258	0.001696183	18.540127	13479	-1.31874	0.001375482	0.577349108	45
"(1933116,1939051)(27500533,27547824)(27500000,27550000)"	1	27525000	5937	0.676496	27500000	27550000	1.371568	3.654778	6073	0.375280797	0.98466	1	5.01	19.060221	11104	-1.122414	0.001716518	16.166104	14028	-1.16568	0.001152417	0.567483475	40
"(3199231,3204660)(40450560,40499828)(40450000,40500000)"	4	40475000	5431	0.676487	40450000	40500000	-1.229468	4.929669	5625	-0.249401735	NA	NA	6.99	18.272336	10104	-1.104724	0.001808426	11.298429	13964	-1.735867	0.000809111	0.49737847	41
"(643686,648034)(5450071,5499999)(5450000,5500000)"	6	5475000	4350	0.676481	5450000	5500000	-0.016911	0.166407	4426	-0.101624331	0.47302	5	5.86	10.099223	9284	-1.640773	0.001087809	10.911302	9413	-1.506532	0.001159174	0.551743925	26
"(2540836,2548907)(32700303,32749973)(32700000,32750000)"	1	32725000	8073	0.676238	32700000	32750000	0.312	3.528232	8279	0.088429559	0.92964	3	4.75	22.288961	14434	-1.51513	0.001544198	13.484544	18459	-2.150252	0.000730513	0.451704939	62
"(814537,817577)(13851027,13899323)(13850000,13900000)"	4	13875000	3042	0.676071	13850000	13900000	0.760582	0.794172	3182	0.957704376	NA	NA	1.39	9.289143	7294	-1.447405	0.001273532	19.08995	8439	-0.712978	0.00226211	0.443621034	40
"(2734318,2740837)(30800701,30849698)(30800000,30850000)"	6	30825000	6521	0.675956	30800000	30850000	-1.473591	2.304192	6663	-0.639526133	0.89248	10	6.88	20.310317	12585	-1.274441	0.001613851	17.876576	14898	-1.554558	0.001199931	0.53822887	48
"(105766,112027)(750628,799372)(750000,800000)"	4	775000	6263	0.675829	750000	800000	0.58548	1.28335	6504	0.456212257	NA	NA	7.53	19.062516	11213	-1.133577	0.001700037	8.911172	16887	-2.378556	0.000527694	0.452972085	41
"(1881496,1886434)(23300455,23349845)(23300000,23350000)"	6	23325000	4940	0.675818	23300000	23350000	-0.731321	1.886631	5015	-0.3876333	0.83854	4	7.14	13.010797	10413	-1.481399	0.001249476	10.950445	14804	-1.47573	0.000739695	0.427226433	28
"(1877123,1881495)(23250059,23299804)(23250000,23300000)"	6	23275000	4374	0.675769	23250000	23300000	0.024327	2.530599	4445	0.009613139	0.8034	7	7.24	11.977929	9831	-1.608387	0.001218384	12.663349	12198	-1.418851	0.00103815	0.574478368	25
"(104671,113590)(750118,799950)(750000,800000)"	3	775000	8921	0.675732	750000	800000	3.739134	6.61607	9216	0.565159377	0.68234	3	7.21	27.589794	15815	-1.260137	0.001744533	15.749393	20104	-1.884514	0.000783396	0.505720048	73
"(700070,701614)(6901753,6949649)(6900000,6950000)"	1	6925000	1546	0.675641	6900000	6950000	-0.963369	1.041545	1627	-0.924942273	0.03778	1	5.1	11.767936	5553	-0.901999	0.002119203	10.249919	7422	-0.669601	0.001381018	0.477180685	13
"(1905121,1913039)(27300193,27348902)(27300000,27350000)"	1	27325000	7920	0.67559	27300000	27350000	-0.060955	5.902666	8119	-0.01032669	NA	NA	5.31	34.192557	14496	-0.972478	0.002358758	23.147754	19037	-1.512637	0.001215935	0.465196882	77
"(1065004,1068930)(16503383,16549287)(16500000,16550000)"	4	16525000	3928	0.675566	16500000	16550000	0.051598	0.051598	4119	1	0.68586	9	4.95	9.334126	8097	-1.600148	0.001152788	10.5688	12864	-1.617748	0.00082158	0.518933147	20
"(462787,468290)(4254073,4298196)(4250000,4300000)"	5	4275000	5505	0.675369	4250000	4300000	-2.583961	2.70725	5605	-0.954459692	0.90718	11	6.29	14.490561	11508	-1.49032	0.001259173	16.462903	14526	-1.576489	0.00113334	0.507671028	45
"(2437457,2442555)(34300000,34349247)(34300000,34350000)"	3	34325000	5100	0.67531	34300000	34350000	0.312967	2.735876	5269	0.114393708	0.50778	2	3.79	18.195278	10075	-0.849386	0.001805983	18.988921	14383	-1.266068	0.001320234	0.485724202	41
"(1354813,1359801)(21500477,21547780)(21500000,21550000)"	5	21525000	4990	0.675254	21500000	21550000	0.267346	2.098036	5112	0.127426793	0.853	4	3.82	20.56526	9469	-0.994132	0.002171851	14.210863	12526	-1.137211	0.001134509	0.593561921	44
"(1292011,1294230)(20500648,20549758)(20500000,20550000)"	5	20525000	2221	0.675174	20500000	20550000	0.329892	2.742598	2327	0.120284489	0.74026	2	3.23	18.401604	5267	-0.164881	0.003493754	12.518183	9223	-1.359543	0.001357279	0.568360555	26
"(1437639,1441897)(25400017,25449468)(25400000,25450000)"	3	25425000	4260	0.675142	25400000	25450000	-0.791811	2.284115	4394	-0.346659866	NA	NA	4.29	14.4592	9151	-1.451791	0.001580068	11.090649	14428	-1.88089	0.000768689	0.490725417	32
"(544727,552642)(5500021,5549639)(5500000,5550000)"	5	5525000	7917	0.675134	5500000	5550000	-0.102534	3.742034	8214	-0.027400606	NA	NA	7.34	32.010198	14679	-1.154704	0.00218068	15.361114	17789	-1.837252	0.000863518	0.508369314	75
